Prompt ID,Prompt,Beta,Biased Perplexity,RAP,Baseline Perplexity,Baseline Author Score,Biased Author Score
5,Describe a futuristic city built entirely underwater.,1.5,11.47927474975586,6.541777457560344e-64,6.575331211090088,-817.647705078125,-967.7401123046875
5,Describe a futuristic city built entirely underwater.,1.75,22.337417602539062,100.0,6.759842872619629,-1046.8760986328125,-945.176513671875
5,Describe a futuristic city built entirely underwater.,2.0,7.561783313751221,5.737239908858917e-44,5.029520034790039,-872.5775756835938,-976.74951171875
6,Write the opening paragraph of a mystery novel set in a library.,0.5,10.745916366577148,100.0,5.3052263259887695,-940.0499877929688,-878.3086547851562
6,Write the opening paragraph of a mystery novel set in a library.,0.75,16.518457412719727,100.0,3.3986294269561768,-871.5753173828125,-818.5064697265625
6,Write the opening paragraph of a mystery novel set in a library.,1.0,22.848995208740234,100.0,5.219697952270508,-941.4661254882812,-631.1046752929688
6,Write the opening paragraph of a mystery novel set in a library.,1.25,47.60027313232422,100.0,5.26453971862793,-981.2999877929688,-893.8037109375
6,Write the opening paragraph of a mystery novel set in a library.,1.5,55.5107536315918,1.013400503807827e-09,5.682578086853027,-961.7423706054688,-987.0574951171875
6,Write the opening paragraph of a mystery novel set in a library.,1.75,31.586917877197266,0.00282972598577758,4.144752502441406,-944.87744140625,-955.3501586914062
6,Write the opening paragraph of a mystery novel set in a library.,2.0,30.239944458007812,14.125179921534931,5.464092254638672,-955.2996826171875,-957.1046142578125
7,Imagine a world where dreams are currency.,0.5,23.547454833984375,100.0,4.085934162139893,-952.1336669921875,-867.8321533203125
7,Imagine a world where dreams are currency.,0.75,17.417762756347656,100.0,4.8840460777282715,-1057.350830078125,-882.4613647460938
7,Imagine a world where dreams are currency.,1.0,20.2442569732666,2.079969424161574e-88,7.871447563171387,-708.1968383789062,-914.6971435546875
7,Imagine a world where dreams are currency.,1.25,18.871788024902344,100.0,7.217458724975586,-886.9139404296875,-513.4517822265625
7,Imagine a world where dreams are currency.,1.5,38.168521881103516,99.9999390711973,4.935615539550781,-891.590576171875,-877.2796020507812
7,Imagine a world where dreams are currency.,1.75,96.24783325195312,100.0,5.910264492034912,-1059.46923828125,-344.9844055175781
7,Imagine a world where dreams are currency.,2.0,52.667362213134766,100.0,5.179355621337891,-1006.7507934570312,-966.7756958007812
8,Write a letter to your future self 50 years from now.,0.5,11.802119255065918,100.0,4.993047714233398,-1004.9488525390625,-848.1718139648438
8,Write a letter to your future self 50 years from now.,0.75,15.415121078491211,100.0,5.167074680328369,-991.2628173828125,-858.3418579101562
8,Write a letter to your future self 50 years from now.,1.0,34.850677490234375,100.0,4.1014485359191895,-1018.3895263671875,-618.5166625976562
8,Write a letter to your future self 50 years from now.,1.25,6.260457992553711,4.986645514100578e-85,4.61848258972168,-927.4078369140625,-1126.1259765625
8,Write a letter to your future self 50 years from now.,1.5,52.68109893798828,100.0,3.733487367630005,-818.4423217773438,-721.3671875
8,Write a letter to your future self 50 years from now.,1.75,31.831348419189453,100.0,4.555342674255371,-865.1063842773438,-633.6795043945312
8,Write a letter to your future self 50 years from now.,2.0,62.69440841674805,1.2677489994501587e-07,4.88418436050415,-943.0784912109375,-963.5645141601562
9,Describe the taste of a color.,0.5,9.855443954467773,2.7488556043812804e-58,5.212974548339844,-958.2806396484375,-1095.424560546875
9,Describe the taste of a color.,0.75,14.429666519165039,2.7618961289226202e-68,4.436066627502441,-836.5003051757812,-996.6653442382812
9,Describe the taste of a color.,1.0,14.896085739135742,100.0,3.8842380046844482,-918.314208984375,-340.1580810546875
9,Describe the taste of a color.,1.25,19.698780059814453,100.0,3.8671815395355225,-851.9786376953125,-611.498291015625
9,Describe the taste of a color.,1.5,40.191402435302734,100.0,4.375283718109131,-1041.9061279296875,-472.8839111328125
9,Describe the taste of a color.,1.75,38.038330078125,100.0,3.1775546073913574,-1017.1749877929688,-964.2150268554688
9,Describe the taste of a color.,2.0,46.862144470214844,1.1920456608527315e-20,3.6875195503234863,-892.5708618164062,-943.0520629882812
10,Write a fable about a fox and a smartphone.,0.5,11.799626350402832,99.99999999999594,3.7934305667877197,-1006.5899047851562,-975.75390625
10,Write a fable about a fox and a smartphone.,0.75,18.939760208129883,2.058301440114343e-22,4.37878942489624,-959.3724975585938,-1013.9126586914062
10,Write a fable about a fox and a smartphone.,1.0,29.14690589904785,100.0,3.291757106781006,-1060.030029296875,-838.0117797851562
10,Write a fable about a fox and a smartphone.,1.25,50.963233947753906,100.0,3.8962337970733643,-897.875,-576.03125
10,Write a fable about a fox and a smartphone.,1.5,24.729917526245117,100.0,3.649791717529297,-1032.88623046875,-774.2261962890625
10,Write a fable about a fox and a smartphone.,1.75,2.5944974422454834,100.0,4.4935197830200195,-996.7459716796875,-848.533935546875
10,Write a fable about a fox and a smartphone.,2.0,54.56270217895508,6.590366211250451e-50,6.625936985015869,-838.8822021484375,-956.7310180664062
11,Create a character profile for a detective who can talk to ghosts.,0.5,11.820096969604492,100.0,4.616357326507568,-1069.4990234375,-919.289306640625
11,Create a character profile for a detective who can talk to ghosts.,0.75,19.196168899536133,4.541558846446933e-15,7.706702709197998,-888.0861206054688,-925.716796875
11,Create a character profile for a detective who can talk to ghosts.,1.0,30.829574584960938,100.0,4.139059543609619,-1171.885498046875,-270.0191955566406
11,Create a character profile for a detective who can talk to ghosts.,1.25,36.13775634765625,100.0,6.017199993133545,-891.1190185546875,-505.0644836425781
11,Create a character profile for a detective who can talk to ghosts.,1.5,51.69134521484375,100.0,4.2751288414001465,-1154.354248046875,-996.2423706054688
11,Create a character profile for a detective who can talk to ghosts.,1.75,13.538321495056152,100.0,6.758521556854248,-990.431884765625,-928.6796875
11,Create a character profile for a detective who can talk to ghosts.,2.0,207.97206115722656,100.0,5.617434978485107,-1196.109619140625,-346.43267822265625
12,Write a scene where a character realizes they are in a simulation.,0.5,8.294759750366211,1.2527830034802684e-15,6.521639823913574,-823.0643920898438,-861.9829711914062
12,Write a scene where a character realizes they are in a simulation.,0.75,28.694862365722656,7.185725572278476e-41,5.89923095703125,-901.1876220703125,-998.2266845703125
12,Write a scene where a character realizes they are in a simulation.,1.0,34.663143157958984,3.5635029151269764e-231,3.486501693725586,-127.30760192871094,-662.5391845703125
12,Write a scene where a character realizes they are in a simulation.,1.25,60.04473876953125,100.0,5.014761924743652,-1061.22021484375,-376.08447265625
12,Write a scene where a character realizes they are in a simulation.,1.5,36.80485153198242,0.0,3.486501693725586,-127.30760192871094,-983.723388671875
12,Write a scene where a character realizes they are in a simulation.,1.75,37.1224479675293,100.0,4.923540115356445,-1041.6055908203125,-961.5367431640625
12,Write a scene where a character realizes they are in a simulation.,2.0,35.94569396972656,5.660319263740332e-152,4.298582553863525,-598.6368408203125,-951.50146484375
13,Describe a magical forest where the trees whisper secrets.,0.5,9.643781661987305,8.163298220495776e-19,6.712752819061279,-892.3458251953125,-938.6004638671875
13,Describe a magical forest where the trees whisper secrets.,0.75,17.071680068969727,1.100483256461173e-12,5.551645755767822,-970.2036743164062,-1002.3441162109375
13,Describe a magical forest where the trees whisper secrets.,1.0,23.965795516967773,7.2718875670031e-74,5.386320114135742,-838.8013916015625,-1011.8138427734375
13,Describe a magical forest where the trees whisper secrets.,1.25,18.253889083862305,100.0,4.447812557220459,-1032.068603515625,-640.2583618164062
13,Describe a magical forest where the trees whisper secrets.,1.5,29.394641876220703,4.891213758864377e-28,5.734584808349609,-874.01025390625,-941.5003662109375
13,Describe a magical forest where the trees whisper secrets.,1.75,66.99100494384766,100.0,6.240874290466309,-951.7269897460938,-681.0902709960938
13,Describe a magical forest where the trees whisper secrets.,2.0,12.32899284362793,100.0,4.654546737670898,-998.921142578125,-930.2564697265625
14,Write a diary entry from the perspective of a house cat.,0.5,11.613555908203125,100.0,4.510655403137207,-1004.8455200195312,-885.2247314453125
14,Write a diary entry from the perspective of a house cat.,0.75,17.403297424316406,97.26218859906454,8.539949417114258,-909.7537231445312,-906.1834716796875
14,Write a diary entry from the perspective of a house cat.,1.0,16.46957015991211,3.704450593155332e-15,5.61280632019043,-940.1699829101562,-978.00439453125
14,Write a diary entry from the perspective of a house cat.,1.25,28.033306121826172,100.0,5.705624580383301,-990.2862548828125,-451.642578125
14,Write a diary entry from the perspective of a house cat.,1.5,27.506160736083984,100.0,5.606836318969727,-840.6398315429688,-401.4285888671875
14,Write a diary entry from the perspective of a house cat.,1.75,9.904585838317871,100.0,5.275476455688477,-944.7659301757812,-897.3472900390625
14,Write a diary entry from the perspective of a house cat.,2.0,6.614338397979736,100.0,4.862483501434326,-1079.83837890625,-930.5059814453125
15,Imagine a society where music is the only form of communication.,0.5,16.443143844604492,100.0,3.4523026943206787,-1064.78857421875,-1002.3955688476562
15,Imagine a society where music is the only form of communication.,0.75,17.825231552124023,2.184741891106713e-36,6.106395721435547,-907.5552978515625,-994.2720336914062
15,Imagine a society where music is the only form of communication.,1.0,23.70174789428711,99.99999999999902,4.012085437774658,-1039.79833984375,-1007.5396118164062
15,Imagine a society where music is the only form of communication.,1.25,34.64537811279297,100.0,5.039363861083984,-785.7838134765625,-637.7672119140625
15,Imagine a society where music is the only form of communication.,1.5,92.30010986328125,100.0,4.757915496826172,-849.90283203125,-308.6736755371094
15,Imagine a society where music is the only form of communication.,1.75,45.64141845703125,100.0,6.388030052185059,-905.524169921875,-582.7023315429688
15,Imagine a society where music is the only form of communication.,2.0,72.50659942626953,100.0,3.9993019104003906,-1014.5939331054688,-944.9410400390625
16,Write a short myth explaining why the moon has phases.,0.5,7.9180707931518555,1.3749157186453266e-08,5.2202229499816895,-1005.8584594726562,-1028.56591796875
16,Write a short myth explaining why the moon has phases.,0.75,12.447367668151855,3.0883444530966994e-112,5.489645957946777,-687.672607421875,-949.0396728515625
16,Write a short myth explaining why the moon has phases.,1.0,33.11664581298828,100.0,6.086133003234863,-1027.4981689453125,-990.446044921875
16,Write a short myth explaining why the moon has phases.,1.25,25.879554748535156,100.0,4.2998223304748535,-793.227783203125,-726.4786987304688
16,Write a short myth explaining why the moon has phases.,1.5,41.660282135009766,0.025549972522099375,6.750117301940918,-968.0698852539062,-976.3419189453125
16,Write a short myth explaining why the moon has phases.,1.75,44.13443374633789,100.0,3.924382209777832,-1079.720947265625,-981.4671630859375
16,Write a short myth explaining why the moon has phases.,2.0,20.61775016784668,5.581769330703191e-42,5.553465366363525,-812.443115234375,-912.037353515625
17,Describe a meal that grants the eater a superpower.,0.5,8.393028259277344,9.449475576187325,7.048200607299805,-973.6388549804688,-975.8988037109375
17,Describe a meal that grants the eater a superpower.,0.75,7.39645528793335,0.0,3.486501693725586,-127.30760192871094,-977.546142578125
17,Describe a meal that grants the eater a superpower.,1.0,17.57344627380371,99.99999967620967,8.198840141296387,-952.216796875,-932.66845703125
17,Describe a meal that grants the eater a superpower.,1.25,30.303752899169922,100.0,7.046823978424072,-957.4981689453125,-641.3787841796875
17,Describe a meal that grants the eater a superpower.,1.5,12.569150924682617,1.9196752993854037e-52,5.642757892608643,-772.799560546875,-896.4869995117188
17,Describe a meal that grants the eater a superpower.,1.75,27.425857543945312,100.0,5.031864166259766,-1068.5057373046875,-954.55615234375
17,Describe a meal that grants the eater a superpower.,2.0,25.905235290527344,100.0,5.185058116912842,-982.6387939453125,-928.8603515625
18,Write a monologue for a villain who thinks they are the hero.,0.5,6.745987892150879,100.0,6.848917007446289,-938.9384765625,-674.345703125
18,Write a monologue for a villain who thinks they are the hero.,0.75,19.486534118652344,6.322396944976948e-48,4.104969501495361,-928.233642578125,-1041.518798828125
18,Write a monologue for a villain who thinks they are the hero.,1.0,15.178465843200684,100.0,3.8811182975769043,-943.535400390625,-841.126953125
18,Write a monologue for a villain who thinks they are the hero.,1.25,18.383560180664062,100.0,5.0121541023254395,-1020.6741943359375,-581.93701171875
18,Write a monologue for a villain who thinks they are the hero.,1.5,51.99188995361328,2.79753708499204e-14,4.473500728607178,-945.124755859375,-980.9373779296875
18,Write a monologue for a villain who thinks they are the hero.,1.75,45.98553466796875,2.2645023887914102e-285,14.460159301757812,-286.4629821777344,-946.487548828125
18,Write a monologue for a villain who thinks they are the hero.,2.0,4.393798351287842,100.0,4.602336406707764,-1016.144775390625,-870.5609741210938
19,Create a backstory for a sentient spaceship.,0.5,7.6472392082214355,100.0,5.266781806945801,-757.0455932617188,-586.8385620117188
19,Create a backstory for a sentient spaceship.,0.75,12.275735855102539,100.0,5.430818557739258,-905.3214111328125,-839.6592407226562
19,Create a backstory for a sentient spaceship.,1.0,14.486708641052246,0.0,6.232447624206543,-124.11859893798828,-1000.1861572265625
19,Create a backstory for a sentient spaceship.,1.25,25.476743698120117,100.0,4.032253265380859,-1097.493896484375,-634.1978149414062
19,Create a backstory for a sentient spaceship.,1.5,21.88692283630371,99.99999999990285,4.5936198234558105,-990.046875,-962.386962890625
19,Create a backstory for a sentient spaceship.,1.75,67.05562591552734,100.0,6.558169364929199,-1108.514892578125,-963.2897338867188
19,Create a backstory for a sentient spaceship.,2.0,31.529306411743164,8.80724766653923e-111,5.797084331512451,-718.2958374023438,-976.3123779296875
20,Write a haiku about coding.,0.5,206.9811553955078,43.53050442702695,178.689697265625,-199.8334503173828,-200.09368896484375
20,Write a haiku about coding.,0.75,86.91835021972656,0.00025107463729927856,95.93168640136719,-247.32730102539062,-260.22222900390625
20,Write a haiku about coding.,1.0,553.4541015625,6.875660204283546e-10,346.0178527832031,-170.95631408691406,-196.6593475341797
20,Write a haiku about coding.,1.25,166.4769287109375,5.700837220588208e-11,100.76341247558594,-233.18646240234375,-261.37945556640625
20,Write a haiku about coding.,1.5,140.73590087890625,2.4103076087392293e-33,386.4078674316406,-181.48507690429688,-261.19580078125
20,Write a haiku about coding.,1.75,509.9654846191406,100.0,61.46464157104492,-294.3398742675781,-198.98995971679688
20,Write a haiku about coding.,2.0,5.122135162353516,0.0,362.11248779296875,-180.54701232910156,-961.8536376953125
21,What is the meaning of happiness?,0.5,8.27120590209961,100.0,3.562786102294922,-1122.5966796875,-981.2915649414062
21,What is the meaning of happiness?,0.75,6.986006259918213,100.0,2.4700984954833984,-1032.8282470703125,-632.6669311523438
21,What is the meaning of happiness?,1.0,15.771961212158203,100.0,2.9982619285583496,-980.554443359375,-752.2652587890625
21,What is the meaning of happiness?,1.25,22.532608032226562,100.0,3.0003223419189453,-1044.952880859375,-992.2928466796875
21,What is the meaning of happiness?,1.5,43.558799743652344,6.027242240736803e-24,2.8660645484924316,-896.0098876953125,-954.080810546875
21,What is the meaning of happiness?,1.75,8.186954498291016,0.005475976980449465,3.3007516860961914,-913.8538818359375,-923.6663818359375
21,What is the meaning of happiness?,2.0,12.196623802185059,100.0,3.3768563270568848,-1022.0664672851562,-925.471923828125
22,Is true altruism possible?,0.5,7.439382076263428,3.6110500625603795e-54,3.479804515838623,-879.75390625,-1007.4146728515625
22,Is true altruism possible?,0.75,19.36028289794922,100.0,4.612485408782959,-858.2252197265625,-602.8021240234375
22,Is true altruism possible?,1.0,23.645023345947266,100.0,6.884400844573975,-846.1141357421875,-761.0209350585938
22,Is true altruism possible?,1.25,29.132232666015625,100.0,5.325115203857422,-1056.4669189453125,-794.3822021484375
22,Is true altruism possible?,1.5,55.50117492675781,100.0,3.6032636165618896,-894.8170776367188,-597.208984375
22,Is true altruism possible?,1.75,33.76189041137695,99.9478822685384,4.551641941070557,-984.12548828125,-976.5665893554688
22,Is true altruism possible?,2.0,14.797662734985352,99.9999999985721,3.8169732093811035,-916.2578735351562,-891.28564453125
23,Discuss the concept of free will versus determinism.,0.5,10.04074764251709,2.759526568367164e-113,3.469529628753662,-791.4453125,-1055.2275390625
23,Discuss the concept of free will versus determinism.,0.75,17.70599937438965,100.0,3.727033853530884,-1009.857666015625,-801.6450805664062
23,Discuss the concept of free will versus determinism.,1.0,17.39472198486328,100.0,2.6854710578918457,-1094.111328125,-1056.1265869140625
23,Discuss the concept of free will versus determinism.,1.25,30.869461059570312,100.0,3.585958242416382,-1037.883544921875,-988.9302978515625
23,Discuss the concept of free will versus determinism.,1.5,15.967177391052246,8.188013347169657e-38,4.358399391174316,-853.9718017578125,-943.9725341796875
23,Discuss the concept of free will versus determinism.,1.75,35.861934661865234,100.0,3.430966377258301,-1061.2318115234375,-965.6207275390625
23,Discuss the concept of free will versus determinism.,2.0,2.6929285526275635,100.0,3.1572930812835693,-923.9840087890625,-843.1055908203125
24,"What makes a person ""human""?",0.5,6.40049934387207,99.99999809043204,3.024711847305298,-934.4955444335938,-916.7217407226562
24,"What makes a person ""human""?",0.75,8.980015754699707,100.0,4.151327610015869,-1135.119140625,-847.0118408203125
24,"What makes a person ""human""?",1.0,15.802193641662598,3.6446939461670865e-16,3.0479142665863037,-967.1405639648438,-1007.2938232421875
24,"What makes a person ""human""?",1.25,24.33336639404297,100.0,4.642746925354004,-1049.975830078125,-529.0260620117188
24,"What makes a person ""human""?",1.5,15.267892837524414,100.0,2.80056095123291,-1034.0484619140625,-452.77154541015625
24,"What makes a person ""human""?",1.75,19.637130737304688,100.0,4.068905830383301,-1037.7469482421875,-949.5748291015625
24,"What makes a person ""human""?",2.0,50.08999252319336,3.0070958298900497e-51,4.958868503570557,-826.3878173828125,-947.3238525390625
25,"If you could live forever, would you want to?",0.5,14.543086051940918,100.0,3.8168399333953857,-824.8934326171875,-696.8244018554688
25,"If you could live forever, would you want to?",0.75,16.330080032348633,1.5241026176931758e-13,3.813927173614502,-851.9051513671875,-886.0225219726562
25,"If you could live forever, would you want to?",1.0,28.30974006652832,100.0,4.359670162200928,-1053.83349609375,-965.1148681640625
25,"If you could live forever, would you want to?",1.25,27.337326049804688,100.0,4.858400344848633,-664.018798828125,-521.5618896484375
25,"If you could live forever, would you want to?",1.5,74.22650146484375,100.0,4.733468055725098,-1054.4556884765625,-959.09716796875
25,"If you could live forever, would you want to?",1.75,9.691752433776855,1.5288643336185276e-15,4.152299404144287,-897.00439453125,-935.7238159179688
25,"If you could live forever, would you want to?",2.0,59.366451263427734,9.647143135574652e-07,3.74692440032959,-947.191650390625,-965.6482543945312
26,Is art subjective or objective?,0.5,8.823282241821289,99.99995415145925,3.5624654293060303,-923.6473388671875,-909.052001953125
26,Is art subjective or objective?,0.75,16.602834701538086,2.6780375218766703e-111,3.957610845565796,-775.4326171875,-1034.6396484375
26,Is art subjective or objective?,1.0,18.08004379272461,100.0,5.190496444702148,-1098.5294189453125,-941.5991821289062
26,Is art subjective or objective?,1.25,24.519771575927734,100.0,3.4545986652374268,-1106.0382080078125,-456.49383544921875
26,Is art subjective or objective?,1.5,16.467905044555664,100.0,3.8175971508026123,-1099.894287109375,-934.42236328125
26,Is art subjective or objective?,1.75,12.378082275390625,3.2751551757608492e-24,5.197775840759277,-907.2791748046875,-965.9600219726562
26,Is art subjective or objective?,2.0,3.1838114261627197,2.8667949960512667e-08,5.8357391357421875,-842.5413818359375,-864.5140380859375
27,What is the relationship between language and thought?,0.5,8.408528327941895,0.004026224344451223,3.31184983253479,-968.3230590820312,-978.443115234375
27,What is the relationship between language and thought?,0.75,23.011781692504883,0.492181931301248,3.9913618564605713,-1022.5741577148438,-1027.88330078125
27,What is the relationship between language and thought?,1.0,32.49110412597656,100.0,3.567406177520752,-925.9253540039062,-853.8226318359375
27,What is the relationship between language and thought?,1.25,37.856048583984375,100.0,4.5789008140563965,-820.7440795898438,-503.05743408203125
27,What is the relationship between language and thought?,1.5,106.87184143066406,100.0,3.7665796279907227,-891.740966796875,-284.1435546875
27,What is the relationship between language and thought?,1.75,11.380229949951172,100.0,3.888758420944214,-1027.706298828125,-935.2600708007812
27,What is the relationship between language and thought?,2.0,9.274763107299805,4.793622672573956e-15,4.509723663330078,-866.3237915039062,-903.9004516601562
28,Can a machine ever truly be conscious?,0.5,9.776449203491211,4.406901515557364e-31,4.57620096206665,-772.3388671875,-846.8410034179688
28,Can a machine ever truly be conscious?,0.75,11.395118713378906,100.0,5.3220367431640625,-733.9359130859375,-642.7808227539062
28,Can a machine ever truly be conscious?,1.0,15.912790298461914,100.0,4.29880952835083,-1060.613037109375,-631.4763793945312
28,Can a machine ever truly be conscious?,1.25,32.57759094238281,4.3694664359416703e-26,3.798614263534546,-912.7528076171875,-975.7505493164062
28,Can a machine ever truly be conscious?,1.5,87.78274536132812,100.0,5.465631484985352,-873.14697265625,-416.786376953125
28,Can a machine ever truly be conscious?,1.75,89.18807983398438,1.7708550299865267e-32,4.946896076202393,-895.8983764648438,-973.6148071289062
28,Can a machine ever truly be conscious?,2.0,50.01686096191406,1.191471627096716e-22,4.078901290893555,-902.7070922851562,-957.7939453125
29,What is the value of failure?,0.5,10.745477676391602,2.7222097921374e-84,3.7869293689727783,-903.0203857421875,-1100.041259765625
29,What is the value of failure?,0.75,16.37348175048828,100.0,4.024754524230957,-1085.3197021484375,-515.6943969726562
29,What is the value of failure?,1.0,19.261737823486328,100.0,4.117156982421875,-960.5882568359375,-825.9981689453125
29,What is the value of failure?,1.25,27.473297119140625,100.0,2.556110382080078,-1011.101806640625,-956.724853515625
29,What is the value of failure?,1.5,42.42036056518555,3.3115864544005443e-10,3.727029800415039,-955.1595458984375,-981.5931396484375
29,What is the value of failure?,1.75,57.19300079345703,77.78909671001082,5.629598140716553,-974.4816284179688,-973.2282104492188
29,What is the value of failure?,2.0,45.98326873779297,1.5832026078039108e-28,3.2703752517700195,-895.8908081054688,-964.5089111328125
30,Discuss the ethics of cloning.,0.5,8.03559398651123,100.0,3.5774998664855957,-1080.95068359375,-865.9066162109375
30,Discuss the ethics of cloning.,0.75,11.14759349822998,100.0,3.821110248565674,-956.51025390625,-700.5170288085938
30,Discuss the ethics of cloning.,1.0,17.816682815551758,100.0,3.4828543663024902,-1027.89453125,-619.2877197265625
30,Discuss the ethics of cloning.,1.25,17.532705307006836,100.0,4.050860404968262,-1062.9530029296875,-666.4472045898438
30,Discuss the ethics of cloning.,1.5,36.43931579589844,100.0,4.231778144836426,-1013.084228515625,-836.5228271484375
30,Discuss the ethics of cloning.,1.75,51.10685729980469,7.320315880326556e-14,4.614499568939209,-920.7918701171875,-955.642578125
30,Discuss the ethics of cloning.,2.0,20.299020767211914,100.0,3.643674373626709,-1121.866455078125,-952.7461547851562
31,Is silence a form of communication?,0.5,6.927773952484131,100.0,3.2297935485839844,-943.0985717773438,-833.7842407226562
31,Is silence a form of communication?,0.75,13.949307441711426,100.0,3.687319755554199,-1008.5411987304688,-646.89404296875
31,Is silence a form of communication?,1.0,21.602672576904297,1.3548911277429057e-38,3.8513007164001465,-961.51611328125,-1053.3157958984375
31,Is silence a form of communication?,1.25,37.96673583984375,100.0,4.354937553405762,-914.9085693359375,-491.2723388671875
31,Is silence a form of communication?,1.5,10.9967041015625,100.0,3.165999174118042,-1047.591552734375,-955.8323364257812
31,Is silence a form of communication?,1.75,40.59688186645508,100.0,3.869626522064209,-873.433349609375,-445.58673095703125
31,Is silence a form of communication?,2.0,7.357981204986572,6.99516828309176e-53,4.177009105682373,-798.6229858398438,-923.3199462890625
32,What is the difference between knowledge and wisdom?,0.5,10.156237602233887,100.0,4.114805698394775,-1123.603759765625,-987.9784545898438
32,What is the difference between knowledge and wisdom?,0.75,19.831178665161133,100.0,4.075658798217773,-959.2247314453125,-893.5751953125
32,What is the difference between knowledge and wisdom?,1.0,16.81241798400879,1.8739112603909226e-120,4.627784729003906,-771.820556640625,-1052.10791015625
32,What is the difference between knowledge and wisdom?,1.25,46.66356658935547,100.0,3.9366321563720703,-961.7320556640625,-616.083984375
