Prompt ID,Prompt,Repetition Penalty,Biased Perplexity,RAP,Baseline Perplexity,Baseline Author Score,Biased Author Score
6,Write the opening paragraph of a mystery novel set in a library.,1.0,9.450579643249512,100.0,5.492197036743164,-853.1287841796875,-575.8750610351562
6,Write the opening paragraph of a mystery novel set in a library.,1.2,13.128960609436035,100.0,4.55746603012085,-1032.1650390625,-466.455322265625
6,Write the opening paragraph of a mystery novel set in a library.,1.4,35.486907958984375,100.0,7.31662654876709,-1052.23095703125,-943.0733642578125
6,Write the opening paragraph of a mystery novel set in a library.,1.6,32.78841018676758,100.0,6.955168724060059,-840.2276611328125,-494.65020751953125
6,Write the opening paragraph of a mystery novel set in a library.,1.8,40.329925537109375,100.0,5.2395758628845215,-1060.3934326171875,-359.05517578125
6,Write the opening paragraph of a mystery novel set in a library.,2.0,73.22148895263672,100.0,4.861528396606445,-1046.5164794921875,-657.1021728515625
7,Imagine a world where dreams are currency.,1.0,8.789264678955078,6.030305560514386e-30,4.962090492248535,-858.5420532226562,-930.427978515625
7,Imagine a world where dreams are currency.,1.2,22.302597045898438,0.6257937919206464,5.089118480682373,-883.6490478515625,-888.7166748046875
7,Imagine a world where dreams are currency.,1.4,14.962111473083496,100.0,5.780308246612549,-1069.976806640625,-415.0061340332031
7,Imagine a world where dreams are currency.,1.6,28.62480926513672,100.0,8.479942321777344,-899.2108154296875,-364.77593994140625
7,Imagine a world where dreams are currency.,1.8,29.221525192260742,100.0,7.037376403808594,-897.610595703125,-516.278564453125
7,Imagine a world where dreams are currency.,2.0,13.481891632080078,100.0,5.343780517578125,-949.1641845703125,-425.54290771484375
8,Write a letter to your future self 50 years from now.,1.0,6.345204830169678,1.0608153100937067e-40,4.917405605316162,-815.8189697265625,-912.468505859375
8,Write a letter to your future self 50 years from now.,1.2,18.874937057495117,1.766078290795852e-55,5.026926517486572,-895.8323974609375,-1026.510986328125
8,Write a letter to your future self 50 years from now.,1.4,80.58878326416016,3.769142717224343e-27,5.592886924743652,-974.6273193359375,-1040.075439453125
8,Write a letter to your future self 50 years from now.,1.6,76.44949340820312,100.0,3.974548101425171,-968.9090576171875,-804.1651611328125
8,Write a letter to your future self 50 years from now.,1.8,39.106815338134766,100.0,6.997490882873535,-889.3546752929688,-641.6717529296875
8,Write a letter to your future self 50 years from now.,2.0,74.04501342773438,3.1730703953347244e-46,4.6535210609436035,-867.250244140625,-976.61962890625
9,Describe the taste of a color.,1.0,9.16183853149414,100.0,4.821534156799316,-909.8840942382812,-850.0388793945312
9,Describe the taste of a color.,1.2,21.950788497924805,4.180809850129428,3.5999600887298584,-936.4012451171875,-939.533203125
9,Describe the taste of a color.,1.4,38.13336944580078,100.0,3.3041467666625977,-1071.005126953125,-389.5534362792969
9,Describe the taste of a color.,1.6,42.19871139526367,100.0,4.006457328796387,-1061.063720703125,-748.6226806640625
9,Describe the taste of a color.,1.8,77.69706726074219,2.65862988604283e-71,4.601787567138672,-826.5776977539062,-993.6885986328125
9,Describe the taste of a color.,2.0,21.261940002441406,2.5398459989403215e-138,3.5330183506011963,-884.439208984375,-1205.8690185546875
10,Write a fable about a fox and a smartphone.,1.0,9.82259750366211,99.99986751907187,3.6006357669830322,-992.9689331054688,-979.4346923828125
10,Write a fable about a fox and a smartphone.,1.2,28.16349220275879,100.0,4.563681125640869,-1075.8895263671875,-923.4584350585938
10,Write a fable about a fox and a smartphone.,1.4,47.32985305786133,2.250894298692576e-68,2.867431163787842,-822.3798828125,-982.74951171875
10,Write a fable about a fox and a smartphone.,1.6,50.521324157714844,100.0,4.405717372894287,-949.49169921875,-533.361328125
10,Write a fable about a fox and a smartphone.,1.8,59.638946533203125,100.0,4.624597549438477,-1074.1815185546875,-437.1107177734375
10,Write a fable about a fox and a smartphone.,2.0,112.169677734375,100.0,4.105693340301514,-1074.23046875,-527.8858032226562
11,Create a character profile for a detective who can talk to ghosts.,1.0,11.961435317993164,1.4675636440781396e-145,6.124094009399414,-488.9250183105469,-827.0214233398438
11,Create a character profile for a detective who can talk to ghosts.,1.2,44.54966354370117,100.0,5.535189151763916,-975.9868774414062,-670.205078125
11,Create a character profile for a detective who can talk to ghosts.,1.4,35.499961853027344,99.9999999999985,5.408271312713623,-896.1507568359375,-864.3272705078125
11,Create a character profile for a detective who can talk to ghosts.,1.6,53.757080078125,100.0,4.545844078063965,-917.3480224609375,-560.2962646484375
11,Create a character profile for a detective who can talk to ghosts.,1.8,68.94017791748047,100.0,6.494582176208496,-1002.7913208007812,-420.3057861328125
11,Create a character profile for a detective who can talk to ghosts.,2.0,48.39541244506836,100.0,3.802405834197998,-1086.525390625,-610.453857421875
12,Write a scene where a character realizes they are in a simulation.,1.0,7.215372562408447,4.297248595389034e-265,4.5317535400390625,-140.90963745117188,-754.2418823242188
12,Write a scene where a character realizes they are in a simulation.,1.2,33.11895751953125,100.0,7.7073750495910645,-1071.741455078125,-548.041015625
12,Write a scene where a character realizes they are in a simulation.,1.4,29.382478713989258,100.0,7.854867458343506,-934.6856689453125,-582.0628662109375
12,Write a scene where a character realizes they are in a simulation.,1.6,31.13253402709961,100.0,3.804316997528076,-1019.0657958984375,-480.54425048828125
12,Write a scene where a character realizes they are in a simulation.,1.8,46.524349212646484,100.0,5.102322101593018,-931.001708984375,-500.5145568847656
12,Write a scene where a character realizes they are in a simulation.,2.0,26.46799087524414,100.0,4.085209369659424,-955.8681640625,-453.3731689453125
13,Describe a magical forest where the trees whisper secrets.,1.0,10.594680786132812,100.0,5.848359107971191,-974.5974731445312,-397.013671875
13,Describe a magical forest where the trees whisper secrets.,1.2,17.086692810058594,100.0,6.780074596405029,-599.7694091796875,-481.49267578125
13,Describe a magical forest where the trees whisper secrets.,1.4,63.544837951660156,100.0,6.608057022094727,-923.0320434570312,-386.9130554199219
13,Describe a magical forest where the trees whisper secrets.,1.6,48.48853302001953,1.3641487299053725e-30,4.907181262969971,-924.98583984375,-998.3580322265625
13,Describe a magical forest where the trees whisper secrets.,1.8,37.75640106201172,100.0,5.504044055938721,-998.2329711914062,-496.71820068359375
13,Describe a magical forest where the trees whisper secrets.,2.0,69.11172485351562,100.0,5.0520453453063965,-850.1426391601562,-328.6109619140625
14,Write a diary entry from the perspective of a house cat.,1.0,13.916566848754883,100.0,5.520862579345703,-1036.2532958984375,-816.2734375
14,Write a diary entry from the perspective of a house cat.,1.2,11.053932189941406,100.0,5.455166339874268,-976.3438720703125,-770.2371826171875
14,Write a diary entry from the perspective of a house cat.,1.4,45.64079666137695,56.8535594679577,7.256989479064941,-1022.7769775390625,-1022.5010986328125
14,Write a diary entry from the perspective of a house cat.,1.6,65.4214096069336,2.488332861608673e-14,4.383872032165527,-962.8912353515625,-998.8209838867188
14,Write a diary entry from the perspective of a house cat.,1.8,43.63157653808594,99.32965909180052,5.582118511199951,-1025.6363525390625,-1020.637939453125
14,Write a diary entry from the perspective of a house cat.,2.0,46.24634552001953,100.0,6.621421813964844,-907.226318359375,-516.2617797851562
15,Imagine a society where music is the only form of communication.,1.0,9.537579536437988,100.0,4.910953521728516,-967.2816162109375,-699.93212890625
15,Imagine a society where music is the only form of communication.,1.2,36.82637405395508,100.0,4.767778396606445,-954.3899536132812,-722.43994140625
15,Imagine a society where music is the only form of communication.,1.4,23.07617950439453,100.0,6.56859016418457,-880.2776489257812,-570.2021484375
15,Imagine a society where music is the only form of communication.,1.6,83.90850830078125,100.0,5.210115909576416,-978.4089965820312,-577.1630859375
15,Imagine a society where music is the only form of communication.,1.8,78.78052520751953,99.99999999999605,5.5794453620910645,-968.054931640625,-937.193603515625
15,Imagine a society where music is the only form of communication.,2.0,76.1639404296875,100.0,4.138665676116943,-1010.4192504882812,-756.095703125
16,Write a short myth explaining why the moon has phases.,1.0,9.074828147888184,100.0,4.093713760375977,-874.619873046875,-753.7786254882812
16,Write a short myth explaining why the moon has phases.,1.2,29.128677368164062,99.99999997321811,6.803112983703613,-886.3130493164062,-864.2723388671875
16,Write a short myth explaining why the moon has phases.,1.4,70.8274917602539,99.99999999998815,6.302742958068848,-906.2086791992188,-876.444580078125
16,Write a short myth explaining why the moon has phases.,1.6,79.82620239257812,100.0,4.81393575668335,-1008.257080078125,-812.3687133789062
16,Write a short myth explaining why the moon has phases.,1.8,32.286376953125,100.0,3.0983376502990723,-960.2313232421875,-498.0205993652344
16,Write a short myth explaining why the moon has phases.,2.0,63.172481536865234,100.0,4.0183281898498535,-813.1604614257812,-396.71148681640625
17,Describe a meal that grants the eater a superpower.,1.0,12.243110656738281,1.6887220570643438e-12,8.516700744628906,-817.50634765625,-849.2185668945312
17,Describe a meal that grants the eater a superpower.,1.2,18.74317169189453,0.001418386797512758,7.306423664093018,-880.8948364257812,-892.0582275390625
17,Describe a meal that grants the eater a superpower.,1.4,23.793407440185547,100.0,5.997475624084473,-1123.392333984375,-944.9647827148438
17,Describe a meal that grants the eater a superpower.,1.6,33.108795166015625,100.0,5.333431243896484,-1043.4967041015625,-997.600341796875
17,Describe a meal that grants the eater a superpower.,1.8,59.15934371948242,100.0,6.5339460372924805,-952.7374267578125,-752.75244140625
17,Describe a meal that grants the eater a superpower.,2.0,62.878204345703125,1.676250741609928e-13,8.763406753540039,-996.972900390625,-1030.9951171875
18,Write a monologue for a villain who thinks they are the hero.,1.0,8.091887474060059,1.4515623424117272e-152,3.3931984901428223,-573.4210815429688,-927.6465454101562
18,Write a monologue for a villain who thinks they are the hero.,1.2,45.085205078125,9.644047242214183e-173,3.486501693725586,-127.30760192871094,-527.99365234375
18,Write a monologue for a villain who thinks they are the hero.,1.4,20.52261734008789,2.026000812788244e-190,3.486501693725586,-127.30760192871094,-568.6978759765625
18,Write a monologue for a villain who thinks they are the hero.,1.6,47.98614501953125,0.0,3.486501693725586,-127.30760192871094,-911.4544677734375
18,Write a monologue for a villain who thinks they are the hero.,1.8,34.558921813964844,2.27171489427337e-93,3.6565732955932617,-668.9467163085938,-886.8717651367188
18,Write a monologue for a villain who thinks they are the hero.,2.0,63.76565933227539,100.0,3.5815603733062744,-916.8021850585938,-657.1165771484375
19,Create a backstory for a sentient spaceship.,1.0,7.6135053634643555,100.0,8.619959831237793,-838.5556640625,-697.9406127929688
19,Create a backstory for a sentient spaceship.,1.2,16.258304595947266,100.0,4.072455883026123,-1036.3734130859375,-875.6954345703125
19,Create a backstory for a sentient spaceship.,1.4,22.93368911743164,100.0,6.046884059906006,-756.75,-595.2791137695312
19,Create a backstory for a sentient spaceship.,1.6,30.727230072021484,100.0,6.051520347595215,-892.4974365234375,-419.965087890625
19,Create a backstory for a sentient spaceship.,1.8,47.91678237915039,100.0,5.054322242736816,-1003.4554443359375,-599.2940063476562
19,Create a backstory for a sentient spaceship.,2.0,62.51720428466797,100.0,4.999203681945801,-1048.7723388671875,-591.7130737304688
20,Write a haiku about coding.,1.0,494.63128662109375,99.33261930763317,191.5395050048828,-194.6103973388672,-189.60752868652344
20,Write a haiku about coding.,1.2,386.1257019042969,97.85082352263271,802.76513671875,-169.90438842773438,-166.08602905273438
20,Write a haiku about coding.,1.4,519.75146484375,1.0149221957082759e-29,266.0885009765625,-190.13168334960938,-261.49700927734375
20,Write a haiku about coding.,1.6,112.71646118164062,2.1763980891606766e-254,387.3974609375,-183.42788696289062,-772.1119995117188
20,Write a haiku about coding.,1.8,140.68478393554688,5.933469444815378e-118,145.7207794189453,-189.73480224609375,-464.264404296875
20,Write a haiku about coding.,2.0,216.39495849609375,5.160330415194142e-47,570.1256103515625,-166.36160278320312,-277.5472717285156
21,What is the meaning of happiness?,1.0,9.182087898254395,100.0,3.2815511226654053,-943.5350341796875,-667.2432861328125
21,What is the meaning of happiness?,1.2,21.281003952026367,100.0,3.386829376220703,-893.974853515625,-618.5098266601562
21,What is the meaning of happiness?,1.4,29.217992782592773,100.0,3.624696731567383,-852.33203125,-706.6227416992188
21,What is the meaning of happiness?,1.6,59.404991149902344,4.921763177360484e-19,2.2429444789886475,-922.72412109375,-969.4847412109375
21,What is the meaning of happiness?,1.8,51.47093963623047,99.9987246005922,2.9031858444213867,-925.636474609375,-914.3668212890625
21,What is the meaning of happiness?,2.0,37.75632858276367,100.0,3.042905330657959,-880.7155151367188,-749.3040161132812
22,Is true altruism possible?,1.0,10.638893127441406,1.4418563916189366e-15,4.109382152557373,-822.573486328125,-861.3515014648438
22,Is true altruism possible?,1.2,19.708820343017578,100.0,3.977069139480591,-1076.9837646484375,-974.7313232421875
22,Is true altruism possible?,1.4,18.236103057861328,100.0,4.807155132293701,-918.4740600585938,-530.1769409179688
22,Is true altruism possible?,1.6,41.29261016845703,100.0,4.220636367797852,-866.04296875,-682.69580078125
22,Is true altruism possible?,1.8,35.1893196105957,99.97431089483662,3.4794914722442627,-935.834228515625,-927.567626953125
22,Is true altruism possible?,2.0,60.762229919433594,100.0,6.083688735961914,-917.5288696289062,-566.3795166015625
23,Discuss the concept of free will versus determinism.,1.0,7.816208362579346,100.0,3.1982789039611816,-930.6454467773438,-744.4342651367188
23,Discuss the concept of free will versus determinism.,1.2,26.201831817626953,100.0,3.614619255065918,-1060.8060302734375,-793.207763671875
23,Discuss the concept of free will versus determinism.,1.4,16.47850799560547,100.0,3.0924792289733887,-1070.870849609375,-410.8079528808594
23,Discuss the concept of free will versus determinism.,1.6,47.994728088378906,100.0,3.5658202171325684,-1061.486572265625,-484.9502868652344
23,Discuss the concept of free will versus determinism.,1.8,87.01343536376953,2.077803400221174e-59,3.6165544986724854,-873.9009399414062,-1013.6273193359375
23,Discuss the concept of free will versus determinism.,2.0,20.15890121459961,100.0,4.197117328643799,-977.7770385742188,-504.63409423828125
24,"What makes a person ""human""?",1.0,6.972299575805664,1.1521198422257171e-54,3.9435179233551025,-810.6130981445312,-939.416259765625
24,"What makes a person ""human""?",1.2,21.5620174407959,100.0,3.363267421722412,-1063.41943359375,-872.0549926757812
24,"What makes a person ""human""?",1.4,25.526185989379883,100.0,3.3412845134735107,-870.1581420898438,-771.313720703125
24,"What makes a person ""human""?",1.6,29.295454025268555,100.0,3.129481554031372,-1059.76611328125,-614.4678955078125
24,"What makes a person ""human""?",1.8,37.854278564453125,99.98650239638737,4.216303825378418,-1004.09521484375,-995.1849365234375
24,"What makes a person ""human""?",2.0,40.71364212036133,100.0,2.940603256225586,-960.1519775390625,-863.348876953125
25,"If you could live forever, would you want to?",1.0,8.231684684753418,100.0,4.403562545776367,-920.4569702148438,-668.421142578125
25,"If you could live forever, would you want to?",1.2,26.183927536010742,100.0,3.907559871673584,-864.2752075195312,-581.6981201171875
25,"If you could live forever, would you want to?",1.4,29.15045166015625,100.0,4.086918830871582,-696.1242065429688,-521.0678100585938
25,"If you could live forever, would you want to?",1.6,28.677133560180664,100.0,3.4640493392944336,-930.8634643554688,-770.9221801757812
25,"If you could live forever, would you want to?",1.8,76.97899627685547,1.0063158831568319e-47,4.818894386291504,-894.9434814453125,-1007.7638549804688
25,"If you could live forever, would you want to?",2.0,79.2413330078125,2.55478722111987e-66,4.7743449211120605,-637.8916625976562,-793.5294799804688
26,Is art subjective or objective?,1.0,9.823112487792969,99.99999642591911,4.237575531005859,-793.1883544921875,-776.0413818359375
26,Is art subjective or objective?,1.2,18.694597244262695,100.0,4.2561936378479,-1128.06884765625,-998.8306884765625
26,Is art subjective or objective?,1.4,12.799224853515625,100.0,4.314917087554932,-967.3665771484375,-580.02490234375
26,Is art subjective or objective?,1.6,57.841217041015625,100.0,4.358514308929443,-924.7001953125,-565.5453491210938
26,Is art subjective or objective?,1.8,84.60283660888672,6.0698169284532735e-30,3.5841846466064453,-925.5589599609375,-997.4383544921875
26,Is art subjective or objective?,2.0,36.23349380493164,100.0,4.003105163574219,-917.1673583984375,-646.7847900390625
27,What is the relationship between language and thought?,1.0,9.500262260437012,100.0,3.081256151199341,-1053.2821044921875,-858.9973754882812
27,What is the relationship between language and thought?,1.2,43.728973388671875,100.0,4.016577243804932,-877.6286010742188,-285.72412109375
27,What is the relationship between language and thought?,1.4,75.29936218261719,100.0,3.5013439655303955,-1090.3280029296875,-784.6434326171875
27,What is the relationship between language and thought?,1.6,65.4800796508789,100.0,3.5695881843566895,-949.5120239257812,-798.6109008789062
27,What is the relationship between language and thought?,1.8,29.853981018066406,100.0,2.7845518589019775,-966.902099609375,-300.388671875
27,What is the relationship between language and thought?,2.0,57.85966873168945,1.2764699171566255e-96,3.709752082824707,-761.2877807617188,-986.697021484375
28,Can a machine ever truly be conscious?,1.0,14.20490550994873,100.0,3.145357131958008,-910.189453125,-728.614013671875
28,Can a machine ever truly be conscious?,1.2,12.621260643005371,100.0,8.49363899230957,-998.0999145507812,-658.7666625976562
28,Can a machine ever truly be conscious?,1.4,33.723388671875,100.0,3.650688648223877,-1031.3955078125,-979.8367919921875
28,Can a machine ever truly be conscious?,1.6,49.70945358276367,100.0,3.424246072769165,-1027.893310546875,-641.1452026367188
28,Can a machine ever truly be conscious?,1.8,25.184452056884766,99.99999999999996,5.30502986907959,-811.8228149414062,-776.21923828125
28,Can a machine ever truly be conscious?,2.0,29.1722469329834,1.443569042504482e-171,3.918107271194458,-486.7044677734375,-884.6845703125
29,What is the value of failure?,1.0,7.614560127258301,2.888746136683881e-26,3.8942689895629883,-799.3834228515625,-862.7949829101562
29,What is the value of failure?,1.2,16.595932006835938,100.0,4.056975364685059,-953.3175048828125,-818.9332275390625
29,What is the value of failure?,1.4,30.84864616394043,99.99999999591735,3.824796199798584,-842.8328857421875,-818.9111938476562
29,What is the value of failure?,1.6,13.4380521774292,100.0,3.2951371669769287,-932.6319580078125,-513.39111328125
29,What is the value of failure?,1.8,88.60942077636719,100.0,3.9663758277893066,-1066.0272216796875,-1008.2828979492188
29,What is the value of failure?,2.0,39.39739227294922,8.179702897752288e-17,3.6632633209228516,-965.3167114257812,-1006.9641723632812
30,Discuss the ethics of cloning.,1.0,10.844229698181152,100.0,3.971398115158081,-1038.153564453125,-486.92010498046875
30,Discuss the ethics of cloning.,1.2,25.999637603759766,99.99999999967521,5.959497451782227,-1034.241455078125,-1007.7884521484375
30,Discuss the ethics of cloning.,1.4,34.879730224609375,100.0,5.2016682624816895,-1095.48388671875,-1034.812744140625
30,Discuss the ethics of cloning.,1.6,42.3011360168457,100.0,5.387083053588867,-776.7317504882812,-703.2281494140625
30,Discuss the ethics of cloning.,1.8,63.253562927246094,100.0,3.6235299110412598,-903.2267456054688,-418.47509765625
30,Discuss the ethics of cloning.,2.0,67.39457702636719,0.00031735881399714866,4.360392093658447,-685.203125,-697.86376953125
31,Is silence a form of communication?,1.0,9.226354598999023,100.0,4.472292900085449,-951.3157958984375,-339.60595703125
31,Is silence a form of communication?,1.2,16.210208892822266,99.99999997803293,4.4463043212890625,-960.2626953125,-938.0238037109375
31,Is silence a form of communication?,1.4,22.09067726135254,99.9897343660469,3.7780797481536865,-988.1484375,-978.9644165039062
31,Is silence a form of communication?,1.6,41.236167907714844,100.0,3.6515259742736816,-1027.02685546875,-208.28060913085938
31,Is silence a form of communication?,1.8,32.73527145385742,100.0,5.500280380249023,-984.247802734375,-155.53695678710938
31,Is silence a form of communication?,2.0,59.375736236572266,100.0,3.5035688877105713,-1007.07568359375,-800.219482421875
32,What is the difference between knowledge and wisdom?,1.0,5.513305187225342,100.0,3.5051627159118652,-1073.6622314453125,-905.489990234375
32,What is the difference between knowledge and wisdom?,1.2,24.62851333618164,7.995096459361383e-100,4.914770126342773,-765.8257446289062,-998.610595703125
32,What is the difference between knowledge and wisdom?,1.4,46.21299362182617,100.0,4.7146196365356445,-982.7199096679688,-501.8881530761719
32,What is the difference between knowledge and wisdom?,1.6,55.778926849365234,100.0,4.588621616363525,-814.9971923828125,-300.31201171875
32,What is the difference between knowledge and wisdom?,1.8,71.5124282836914,100.0,3.188218593597412,-1013.4393310546875,-400.7097473144531
32,What is the difference between knowledge and wisdom?,2.0,65.17076873779297,1.760845989131314e-16,4.637219429016113,-814.5166015625,-855.3973388671875
33,Does the end always justify the means?,1.0,14.994383811950684,100.0,4.766643524169922,-1039.127197265625,-846.613525390625
33,Does the end always justify the means?,1.2,15.360644340515137,100.0,6.311820030212402,-871.0936889648438,-409.6583251953125
33,Does the end always justify the means?,1.4,51.18812561035156,5.232362873208377e-40,4.842869281768799,-902.3302001953125,-997.3839111328125
33,Does the end always justify the means?,1.6,27.343090057373047,99.97405727815816,3.3226823806762695,-861.8058471679688,-853.549072265625
33,Does the end always justify the means?,1.8,57.45176696777344,100.0,4.345059394836426,-972.9142456054688,-585.7387084960938
33,Does the end always justify the means?,2.0,81.31202697753906,1.3177047076278998e-11,5.0442047119140625,-1008.674072265625,-1038.331787109375
34,What is the nature of time?,1.0,7.925400733947754,100.0,3.8267135620117188,-895.6128540039062,-507.4788513183594
34,What is the nature of time?,1.2,43.01599884033203,100.0,4.13796329498291,-840.4043579101562,-288.8086242675781
34,What is the nature of time?,1.4,46.517738342285156,100.0,4.0787353515625,-766.4423828125,-228.06903076171875
34,What is the nature of time?,1.6,51.54869079589844,100.0,3.0277233123779297,-908.1355590820312,-655.3373413085938
34,What is the nature of time?,1.8,130.057373046875,100.0,3.918252468109131,-893.6029663085938,-217.72320556640625
34,What is the nature of time?,2.0,81.32862854003906,3.053170831087851e-35,3.9815399646759033,-921.643310546875,-1005.7227783203125
35,Is it better to be loved or feared?,1.0,8.575228691101074,100.0,3.2031517028808594,-1012.3013916015625,-731.7906494140625
35,Is it better to be loved or feared?,1.2,18.654464721679688,100.0,3.4329309463500977,-861.3223876953125,-748.5238037109375
35,Is it better to be loved or feared?,1.4,31.610958099365234,100.0,3.79836106300354,-1089.8359375,-546.7752075195312
35,Is it better to be loved or feared?,1.6,103.30475616455078,6.651385815833976e-50,4.334248065948486,-858.8729858398438,-976.7125854492188
35,Is it better to be loved or feared?,1.8,37.49134826660156,100.0,3.2928545475006104,-1045.6602783203125,-714.1953125
35,Is it better to be loved or feared?,2.0,90.46990966796875,7.092280925250733e-51,3.5452094078063965,-915.50927734375,-1035.5872802734375
36,"What defines a ""good"" life?",1.0,9.258091926574707,100.0,2.5187788009643555,-1014.6566772460938,-846.292236328125
36,"What defines a ""good"" life?",1.2,18.975494384765625,100.0,2.8934407234191895,-927.860595703125,-434.91119384765625
36,"What defines a ""good"" life?",1.4,37.44617462158203,100.0,3.2733402252197266,-932.802978515625,-563.2906494140625
36,"What defines a ""good"" life?",1.6,48.46896743774414,0.07927891507047653,3.1179065704345703,-1006.5413818359375,-1013.6805419921875
36,"What defines a ""good"" life?",1.8,23.58509063720703,100.0,3.6773838996887207,-1115.15771484375,-536.3359375
36,"What defines a ""good"" life?",2.0,49.587615966796875,100.0,3.053100824356079,-998.9747924804688,-323.80767822265625
37,Can we ever truly know another person?,1.0,16.07554817199707,100.0,6.075693607330322,-1062.944091796875,-848.1817626953125
37,Can we ever truly know another person?,1.2,16.357507705688477,9.44868862434349e-06,4.242730140686035,-928.2877197265625,-944.4625244140625
37,Can we ever truly know another person?,1.4,33.85301208496094,100.0,4.735846519470215,-1071.2266845703125,-832.40087890625
37,Can we ever truly know another person?,1.6,25.478219985961914,100.0,4.040038108825684,-1010.7023315429688,-754.7249145507812
37,Can we ever truly know another person?,1.8,37.73704147338867,100.0,4.978121757507324,-795.4873657226562,-473.48602294921875
37,Can we ever truly know another person?,2.0,31.71112060546875,100.0,3.9145874977111816,-1022.4005737304688,-753.45458984375
38,Is technology bringing us closer or driving us apart?,1.0,7.680078506469727,1.0586587143787546e-126,5.19064998626709,-692.25439453125,-986.9282836914062
38,Is technology bringing us closer or driving us apart?,1.2,14.390482902526855,1.7003090441355125e-68,3.328094244003296,-825.4212646484375,-986.0714111328125
38,Is technology bringing us closer or driving us apart?,1.4,43.63517761230469,99.9999974848595,4.554948806762695,-991.3358154296875,-973.8374633789062
38,Is technology bringing us closer or driving us apart?,1.6,20.851940155029297,100.0,4.211267471313477,-1024.091796875,-509.6273498535156
